Total (kWh),ANNEE,MOIS_sin,MOIS_cos,population,SECTEUR_AGRICOLE,SECTEUR_COMMERCIAL,SECTEUR_INDUSTRIEL,SECTEUR_INSTITUTIONNEL,SECTEUR_RÉSIDENTIEL,REGION_ADM_QC_TXT_Abitibi-Témiscamingue,REGION_ADM_QC_TXT_Bas-Saint-Laurent,REGION_ADM_QC_TXT_Capitale-Nationale,REGION_ADM_QC_TXT_Centre-du-Québec,REGION_ADM_QC_TXT_Chaudière-Appalaches,REGION_ADM_QC_TXT_Côte-Nord,REGION_ADM_QC_TXT_Estrie,REGION_ADM_QC_TXT_Gaspésie--Îles-de-la-Madeleine,REGION_ADM_QC_TXT_Lanaudière,REGION_ADM_QC_TXT_Laurentides,REGION_ADM_QC_TXT_Laval,REGION_ADM_QC_TXT_Mauricie,REGION_ADM_QC_TXT_Montréal,REGION_ADM_QC_TXT_Montérégie,REGION_ADM_QC_TXT_Nord-du-Québec,REGION_ADM_QC_TXT_Outaouais,REGION_ADM_QC_TXT_Saguenay--Lac-Saint-Jean
0.001005431881399237,2019,-0.4999999999999997,-0.8660254037844388,0.04964980371379506,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.015110956912890654,2019,-0.4999999999999997,-0.8660254037844388,0.04964980371379506,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.006310231560126166,2019,-0.4999999999999997,-0.8660254037844388,0.04964980371379506,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.014784186024781895,2019,-0.8660254037844385,-0.5000000000000004,0.04964980371379506,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.024007624958840217,2019,-0.8660254037844385,-0.5000000000000004,0.04964980371379506,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.0010478724052391819,2019,-1.0,-1.8369701987210297e-16,0.04964980371379506,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.008595745641203087,2019,-0.8660254037844386,0.5000000000000001,0.04964980371379506,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.021195919568668946,2019,-0.5000000000000004,0.8660254037844384,0.04964980371379506,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.13328439092134423,2019,-0.5000000000000004,0.8660254037844384,0.04964980371379506,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.05618876751004565,2019,-0.5000000000000004,0.8660254037844384,0.04964980371379506,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.06910964829984456,2019,-2.4492935982947064e-16,1.0,0.04964980371379506,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.012836385150436558,2020,0.49999999999999994,0.8660254037844387,0.04976264527745948,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.0697794177530718,2020,0.49999999999999994,0.8660254037844387,0.04976264527745948,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.0015728589855411976,2020,0.8660254037844386,0.5000000000000001,0.04976264527745948,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.022815691384378837,2020,0.8660254037844386,0.5000000000000001,0.04976264527745948,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.12396966697729754,2020,1.0,6.123233995736766e-17,0.04976264527745948,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.046068397554079536,2020,0.8660254037844387,-0.4999999999999998,0.04976264527745948,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.11388075807638146,2020,0.49999999999999994,-0.8660254037844387,0.04976264527745948,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.10465465281909936,2020,1.2246467991473532e-16,-1.0,0.04976264527745948,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.0010205571528683775,2020,-0.4999999999999997,-0.8660254037844388,0.04976264527745948,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.0010123037376195648,2020,-0.8660254037844385,-0.5000000000000004,0.04976264527745948,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.014437497869626366,2020,-0.8660254037844385,-0.5000000000000004,0.04976264527745948,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.02588027222409598,2020,-0.8660254037844385,-0.5000000000000004,0.04976264527745948,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.014361398455771213,2020,-1.0,-1.8369701987210297e-16,0.04976264527745948,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.019213618055259122,2020,-0.5000000000000004,0.8660254037844384,0.04976264527745948,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.01011954882843488,2020,-0.5000000000000004,0.8660254037844384,0.04976264527745948,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.0016406322705144597,2020,-2.4492935982947064e-16,1.0,0.04976264527745948,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.11428243382714066,2020,-2.4492935982947064e-16,1.0,0.04976264527745948,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.0016702371665383397,2021,0.49999999999999994,0.8660254037844387,0.04995781759572887,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.11778095530794161,2021,0.49999999999999994,0.8660254037844387,0.04995781759572887,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.0016038237100825276,2021,0.8660254037844386,0.5000000000000001,0.04995781759572887,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.011859102150328328,2021,0.8660254037844386,0.5000000000000001,0.04995781759572887,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.06669152216448647,2021,0.8660254037844386,0.5000000000000001,0.04995781759572887,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.0015393091659756065,2021,1.0,6.123233995736766e-17,0.04995781759572887,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.11241520996931442,2021,1.0,6.123233995736766e-17,0.04995781759572887,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.03971157784736643,2021,0.8660254037844387,-0.4999999999999998,0.04995781759572887,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.014780396140078528,2021,0.49999999999999994,-0.8660254037844387,0.04995781759572887,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.03334158736149399,2021,0.49999999999999994,-0.8660254037844387,0.04995781759572887,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.0010155925668858005,2021,-0.4999999999999997,-0.8660254037844388,0.04995781759572887,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.01386197113539061,2021,-0.4999999999999997,-0.8660254037844388,0.04995781759572887,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.11496317341614141,2021,-0.4999999999999997,-0.8660254037844388,0.04995781759572887,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.0010770418552534789,2021,-0.8660254037844385,-0.5000000000000004,0.04995781759572887,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.00650651868447333,2021,-0.8660254037844385,-0.5000000000000004,0.04995781759572887,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.0010883450641471439,2021,-1.0,-1.8369701987210297e-16,0.04995781759572887,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.10739875600282012,2021,-1.0,-1.8369701987210297e-16,0.04995781759572887,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.026106247390452926,2021,-1.0,-1.8369701987210297e-16,0.04995781759572887,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.1112362784589832,2021,-0.8660254037844386,0.5000000000000001,0.04995781759572887,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.10075325056237422,2021,-0.5000000000000004,0.8660254037844384,0.04995781759572887,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.050720044118821354,2021,-0.5000000000000004,0.8660254037844384,0.04995781759572887,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.012933028753436392,2021,-2.4492935982947064e-16,1.0,0.04995781759572887,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.0021018385472458666,2022,0.49999999999999994,0.8660254037844387,0.050093421191548804,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.072769037105502,2022,0.8660254037844386,0.5000000000000001,0.050093421191548804,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.02199249867272337,2022,1.0,6.123233995736766e-17,0.050093421191548804,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.11848494405396845,2022,1.0,6.123233995736766e-17,0.050093421191548804,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.0013724347212168042,2022,0.8660254037844387,-0.4999999999999998,0.050093421191548804,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.11508557859489198,2022,0.8660254037844387,-0.4999999999999998,0.050093421191548804,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.04690498503631577,2022,0.8660254037844387,-0.4999999999999998,0.050093421191548804,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.1093488203230217,2022,0.49999999999999994,-0.8660254037844387,0.050093421191548804,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.007098198802399797,2022,0.49999999999999994,-0.8660254037844387,0.050093421191548804,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.013570354363614031,2022,1.2246467991473532e-16,-1.0,0.050093421191548804,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.0010828606174775027,2022,-0.4999999999999997,-0.8660254037844388,0.050093421191548804,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.02593175389420975,2022,-0.4999999999999997,-0.8660254037844388,0.050093421191548804,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.013706408257414331,2022,-0.8660254037844385,-0.5000000000000004,0.050093421191548804,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
